,Nd(k-1),Alpha(k-1),Fm(k-1),Te(k-1),Tl(k-1),N(k-1),Tgas(k-1),COL(k-1),CO2(k-1),COH(k-1),NOx(k-1),P1mean(k-1),P1max(k-1),P1offset(k-1),P2mean(k-1),P2max(k-1),P2offset(k-1),Nd(k-2),Alpha(k-2),Fm(k-2),Te(k-2),Tl(k-2),N(k-2),Tgas(k-2),COL(k-2),CO2(k-2),COH(k-2),NOx(k-2),P1mean(k-2),P1max(k-2),P1offset(k-2),P2mean(k-2),P2max(k-2),P2offset(k-2),Nd(k-3),Alpha(k-3),Fm(k-3),Te(k-3),Tl(k-3),N(k-3),Tgas(k-3),COL(k-3),CO2(k-3),COH(k-3),NOx(k-3),P1mean(k-3),P1max(k-3),P1offset(k-3),P2mean(k-3),P2max(k-3),P2offset(k-3),Nd(k-4),Alpha(k-4),Fm(k-4),Te(k-4),Tl(k-4),N(k-4),Tgas(k-4),COL(k-4),CO2(k-4),COH(k-4),NOx(k-4),P1mean(k-4),P1max(k-4),P1offset(k-4),P2mean(k-4),P2max(k-4),P2offset(k-4),Nd(k-5),Alpha(k-5),Fm(k-5),Te(k-5),Tl(k-5),N(k-5),Tgas(k-5),COL(k-5),CO2(k-5),COH(k-5),NOx(k-5),P1mean(k-5),P1max(k-5),P1offset(k-5),P2mean(k-5),P2max(k-5),P2offset(k-5),Nd(k-6),Alpha(k-6),Fm(k-6),Te(k-6),Tl(k-6),N(k-6),Tgas(k-6),COL(k-6),CO2(k-6),COH(k-6),NOx(k-6),P1mean(k-6),P1max(k-6),P1offset(k-6),P2mean(k-6),P2max(k-6),P2offset(k-6),Nd(k-7),Alpha(k-7),Fm(k-7),Te(k-7),Tl(k-7),N(k-7),Tgas(k-7),COL(k-7),CO2(k-7),COH(k-7),NOx(k-7),P1mean(k-7),P1max(k-7),P1offset(k-7),P2mean(k-7),P2max(k-7),P2offset(k-7),Nd(k-8),Alpha(k-8),Fm(k-8),Te(k-8),Tl(k-8),N(k-8),Tgas(k-8),COL(k-8),CO2(k-8),COH(k-8),NOx(k-8),P1mean(k-8),P1max(k-8),P1offset(k-8),P2mean(k-8),P2max(k-8),P2offset(k-8),Nd(k-9),Alpha(k-9),Fm(k-9),Te(k-9),Tl(k-9),N(k-9),Tgas(k-9),COL(k-9),CO2(k-9),COH(k-9),NOx(k-9),P1mean(k-9),P1max(k-9),P1offset(k-9),P2mean(k-9),P2max(k-9),P2offset(k-9),Nd(k-10),Alpha(k-10),Fm(k-10),Te(k-10),Tl(k-10),N(k-10),Tgas(k-10),COL(k-10),CO2(k-10),COH(k-10),NOx(k-10),P1mean(k-10),P1max(k-10),P1offset(k-10),P2mean(k-10),P2max(k-10),P2offset(k-10),"NOx(k)
"
10,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,1376.0,12.5,4.99,81.5,100.0,1345.0,367.0,34.7,72770.0,78.17,261.1,6.1791,63.093,-6.4008,6.0357,63.067,-5.4958,2063.0,31.3,4.88,102.3,100.0,2065.0,368.1,34.67,80740.0,78.37,297.6,7.7041,74.422,-5.6239,7.5752,75.055,-5.0332,2031.0,30.6,5.83,100.7,100.0,2031.0,369.4,34.45,63500.0,82.18,239.0,7.7427,74.005,-6.1119,7.4432,74.015,-5.1322,2346.0,23.8,5.18,90.2,100.0,2336.0,372.3,34.92,63080.0,88.39,238.1,8.8244,91.304,-5.3864,8.4706,90.717,-4.6326,2133.0,29.3,6.07,99.9,100.0,2130.0,372.8,34.9,82900.0,65.62,305.9,7.675,74.984,-6.3046,7.4165,75.226,-5.2246,2024.0,41.8,4.15,114.6,99.0,2038.0,371.9,34.12,71390.0,73.71,279.0,9.7081,90.936,-5.6443,9.5299,90.926,-4.9787,187.1
11,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,1376.0,12.5,4.99,81.5,100.0,1345.0,367.0,34.7,72770.0,78.17,261.1,6.1791,63.093,-6.4008,6.0357,63.067,-5.4958,2063.0,31.3,4.88,102.3,100.0,2065.0,368.1,34.67,80740.0,78.37,297.6,7.7041,74.422,-5.6239,7.5752,75.055,-5.0332,2031.0,30.6,5.83,100.7,100.0,2031.0,369.4,34.45,63500.0,82.18,239.0,7.7427,74.005,-6.1119,7.4432,74.015,-5.1322,2346.0,23.8,5.18,90.2,100.0,2336.0,372.3,34.92,63080.0,88.39,238.1,8.8244,91.304,-5.3864,8.4706,90.717,-4.6326,2133.0,29.3,6.07,99.9,100.0,2130.0,372.8,34.9,82900.0,65.62,305.9,7.675,74.984,-6.3046,7.4165,75.226,-5.2246,398.3
12,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,1376.0,12.5,4.99,81.5,100.0,1345.0,367.0,34.7,72770.0,78.17,261.1,6.1791,63.093,-6.4008,6.0357,63.067,-5.4958,2063.0,31.3,4.88,102.3,100.0,2065.0,368.1,34.67,80740.0,78.37,297.6,7.7041,74.422,-5.6239,7.5752,75.055,-5.0332,2031.0,30.6,5.83,100.7,100.0,2031.0,369.4,34.45,63500.0,82.18,239.0,7.7427,74.005,-6.1119,7.4432,74.015,-5.1322,2346.0,23.8,5.18,90.2,100.0,2336.0,372.3,34.92,63080.0,88.39,238.1,8.8244,91.304,-5.3864,8.4706,90.717,-4.6326,311.4
13,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,1376.0,12.5,4.99,81.5,100.0,1345.0,367.0,34.7,72770.0,78.17,261.1,6.1791,63.093,-6.4008,6.0357,63.067,-5.4958,2063.0,31.3,4.88,102.3,100.0,2065.0,368.1,34.67,80740.0,78.37,297.6,7.7041,74.422,-5.6239,7.5752,75.055,-5.0332,2031.0,30.6,5.83,100.7,100.0,2031.0,369.4,34.45,63500.0,82.18,239.0,7.7427,74.005,-6.1119,7.4432,74.015,-5.1322,260.1
14,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,1376.0,12.5,4.99,81.5,100.0,1345.0,367.0,34.7,72770.0,78.17,261.1,6.1791,63.093,-6.4008,6.0357,63.067,-5.4958,2063.0,31.3,4.88,102.3,100.0,2065.0,368.1,34.67,80740.0,78.37,297.6,7.7041,74.422,-5.6239,7.5752,75.055,-5.0332,206.5
15,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,1376.0,12.5,4.99,81.5,100.0,1345.0,367.0,34.7,72770.0,78.17,261.1,6.1791,63.093,-6.4008,6.0357,63.067,-5.4958,216.3
16,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,1226.0,36.3,2.58,121.6,100.0,1255.0,363.2,34.76,65140.0,86.54,244.1,7.9243,79.739,-6.7518,7.4678,78.289,-5.7541,268.4
17,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,1784.0,27.9,4.95,104.1,100.0,1793.0,366.1,34.66,56480.0,86.88,201.7,7.5956,71.437,-6.2682,7.3641,71.061,-5.5322,241.8
18,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,2108.0,42.1,5.01,117.4,100.0,2124.0,370.4,34.3,59740.0,77.29,238.3,9.4842,85.578,-6.1247,9.0734,86.335,-5.1334,247.9
19,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,2191.0,26.5,5.01,95.8,100.0,2186.0,372.7,34.36,60200.0,79.58,228.0,7.7966,78.371,-5.5881,7.6367,78.359,-4.8649,236.9
20,1639.0,14.9,4.71,77.0,100.0,1616.0,356.6,35.97,55980.0,80.96,236.9,6.5042,70.276,-5.7151,6.4304,69.679,-5.228,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,1956.0,24.9,5.93,98.5,100.0,1951.0,370.2,33.93,46410.0,87.96,187.1,7.8276,77.928,-6.0176,7.5061,77.589,-5.0829,145.2
21,1639.0,35.5,3.03,117.4,100.0,1660.0,354.7,34.6,35670.0,87.24,145.2,8.1102,71.29,-6.4197,7.7239,69.248,-5.5166,1639.0,14.9,4.71,77.0,100.0,1616.0,356.6,35.97,55980.0,80.96,236.9,6.5042,70.276,-5.7151,6.4304,69.679,-5.228,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,1968.0,37.2,4.52,115.3,100.0,1981.0,367.4,34.73,84760.0,78.51,398.3,7.834,72.623,-5.6874,7.6893,72.388,-5.0425,265.2
22,1741.0,23.8,5.08,97.9,100.0,1738.0,359.6,33.42,67400.0,79.76,265.2,6.9309,66.447,-6.1758,6.8168,66.874,-5.5464,1639.0,35.5,3.03,117.4,100.0,1660.0,354.7,34.6,35670.0,87.24,145.2,8.1102,71.29,-6.4197,7.7239,69.248,-5.5166,1639.0,14.9,4.71,77.0,100.0,1616.0,356.6,35.97,55980.0,80.96,236.9,6.5042,70.276,-5.7151,6.4304,69.679,-5.228,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,2202.0,34.5,4.68,105.6,100.0,2209.0,369.4,35.25,83210.0,72.84,311.4,8.3047,80.304,-5.8506,8.1613,81.233,-5.0826,210.2
23,1363.0,37.4,5.08,120.7,99.0,1386.0,361.0,34.32,61720.0,74.23,210.2,7.3464,64.73,-6.6041,7.108,65.994,-5.8284,1741.0,23.8,5.08,97.9,100.0,1738.0,359.6,33.42,67400.0,79.76,265.2,6.9309,66.447,-6.1758,6.8168,66.874,-5.5464,1639.0,35.5,3.03,117.4,100.0,1660.0,354.7,34.6,35670.0,87.24,145.2,8.1102,71.29,-6.4197,7.7239,69.248,-5.5166,1639.0,14.9,4.71,77.0,100.0,1616.0,356.6,35.97,55980.0,80.96,236.9,6.5042,70.276,-5.7151,6.4304,69.679,-5.228,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,2425.0,40.4,5.95,108.0,100.0,2431.0,370.3,34.61,74010.0,76.6,260.1,9.0606,89.012,-4.9743,8.8548,89.177,-4.4062,221.4
24,2007.0,45.0,2.88,117.4,99.0,2030.0,365.3,33.96,56340.0,72.32,221.4,9.447,84.271,-6.0495,9.3046,84.39,-5.3427,1363.0,37.4,5.08,120.7,99.0,1386.0,361.0,34.32,61720.0,74.23,210.2,7.3464,64.73,-6.6041,7.108,65.994,-5.8284,1741.0,23.8,5.08,97.9,100.0,1738.0,359.6,33.42,67400.0,79.76,265.2,6.9309,66.447,-6.1758,6.8168,66.874,-5.5464,1639.0,35.5,3.03,117.4,100.0,1660.0,354.7,34.6,35670.0,87.24,145.2,8.1102,71.29,-6.4197,7.7239,69.248,-5.5166,1639.0,14.9,4.71,77.0,100.0,1616.0,356.6,35.97,55980.0,80.96,236.9,6.5042,70.276,-5.7151,6.4304,69.679,-5.228,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,2854.0,34.3,6.49,104.3,100.0,2858.0,369.7,34.54,57490.0,78.03,206.5,9.5041,98.518,-5.1149,9.271,96.224,-4.4398,192.5
25,2394.0,34.4,5.81,104.2,101.0,2397.0,370.6,33.91,51780.0,76.31,192.5,8.1889,80.375,-5.4475,8.0357,80.712,-4.8031,2007.0,45.0,2.88,117.4,99.0,2030.0,365.3,33.96,56340.0,72.32,221.4,9.447,84.271,-6.0495,9.3046,84.39,-5.3427,1363.0,37.4,5.08,120.7,99.0,1386.0,361.0,34.32,61720.0,74.23,210.2,7.3464,64.73,-6.6041,7.108,65.994,-5.8284,1741.0,23.8,5.08,97.9,100.0,1738.0,359.6,33.42,67400.0,79.76,265.2,6.9309,66.447,-6.1758,6.8168,66.874,-5.5464,1639.0,35.5,3.03,117.4,100.0,1660.0,354.7,34.6,35670.0,87.24,145.2,8.1102,71.29,-6.4197,7.7239,69.248,-5.5166,1639.0,14.9,4.71,77.0,100.0,1616.0,356.6,35.97,55980.0,80.96,236.9,6.5042,70.276,-5.7151,6.4304,69.679,-5.228,1792.0,31.2,5.86,107.4,100.0,1795.0,358.1,34.79,64710.0,81.8,247.9,7.4449,68.93,-5.8509,7.3865,69.695,-5.2556,2326.0,44.6,5.05,117.0,100.0,2343.0,359.3,34.33,66560.0,78.8,241.8,10.326,98.921,-4.6394,10.303,99.943,-4.3805,1793.0,33.2,3.12,112.8,100.0,1804.0,358.4,34.1,71700.0,74.83,268.4,8.251,75.451,-5.9384,8.0357,75.839,-5.1452,2303.0,12.5,7.74,60.3,100.0,2260.0,366.2,34.05,56050.0,83.37,216.3,6.1019,69.608,-5.052,5.7421,69.229,-4.3614,307.3
